transaction_id,customer_id,merchant_id,amount,transaction_time,is_fraudulent,card_type,location,purchase_category,customer_age,fraud_type
537.0,957824.0,2075.0,9392.202,11/20/2023 02:55,0.0,MasterCard,Surat,POS,66.0,Identity theft
538.0,728443.0,2041.0,2088.57,09/24/2023 12:52,0.0,Rupay,,Digital,59.0,Malware
539.0,218010.0,2008.0,9662.851,02/29/2024 18:01,0.0,MasterCard,Surat,Digital,29.0,
540.0,108263.0,2078.0,,12/16/2023 19:24,1.0,MasterCard,Chennai,Digital,66.0,scam
541.0,740925.0,2039.0,8712.26,09/11/2023 14:04,0.0,Rupay,Pune,POS,53.0,scam
542.0,957863.0,2024.0,3639.03,12/13/2023 02:35,0.0,Rupay,,Digital,19.0,Malware
543.0,,2004.0,4539.83,01/02/2024 06:16,0.0,Visa,Delhi,Digital,28.0,Payment card fraud
544.0,177626.0,2010.0,9850.65,02/16/2024 11:24,0.0,MasterCard,Surat,Digital,56.0,Identity theft
545.0,210020.0,2058.0,8504.672,10/07/2023 20:15,0.0,Rupay,Pune,Digital,51.0,Identity theft
546.0,507697.0,2097.0,384.384,01/30/2024 22:52,0.0,Visa,Kolkata,Digital,43.0,Payment card fraud
547.0,421487.0,2087.0,768.669,09/15/2023 15:24,1.0,Rupay,Hyderabad,Digital,35.0,scam
548.0,350280.0,2078.0,,01/24/2024 05:30,1.0,Rupay,Pune,Digital,38.0,phishing
549.0,114299.0,2037.0,13645.11,01/20/2024 01:11,0.0,Rupay,Hyderabad,Digital,53.0,Identity theft
550.0,242497.0,2071.0,8115.12,11/13/2023 05:52,1.0,MasterCard,Hyderabad,POS,57.0,phishing
551.0,,2004.0,5503.553,01/12/2024 07:41,0.0,Rupay,Pune,Digital,69.0,Malware
552.0,761266.0,2047.0,1319.352,11/03/2023 22:45,,Visa,Surat,POS,,Identity theft
553.0,165241.0,2089.0,10865.184,,0.0,Rupay,Hyderabad,Digital,61.0,Identity theft
554.0,980115.0,2017.0,14813.874,12/28/2023 05:11,1.0,Rupay,Surat,Digital,39.0,scam
555.0,763253.0,,4218.698,,1.0,Visa,Surat,POS,47.0,Malware
556.0,529082.0,,9320.808,,1.0,Visa,Kolkata,Digital,67.0,Identity theft
557.0,978607.0,2059.0,11575.848,02/25/2024 07:58,0.0,MasterCard,Jaipur,Digital,,Payment card fraud
558.0,551727.0,2047.0,2077.48,12/31/2023 08:22,0.0,MasterCard,Chennai,Digital,47.0,Identity theft
559.0,641636.0,2076.0,6308.556,10/01/2023 07:32,1.0,MasterCard,Surat,POS,25.0,Payment card fraud
560.0,686604.0,2027.0,,03/28/2024 10:50,1.0,MasterCard,Kolkata,Digital,51.0,phishing
561.0,313655.0,2068.0,14290.02,12/29/2023 05:14,1.0,Visa,Ahmedabad,POS,64.0,
562.0,943017.0,2076.0,5797.05,11/30/2023 06:33,0.0,,Hyderabad,Digital,26.0,scam
563.0,679213.0,2080.0,6364.1,09/14/2023 16:14,,Rupay,,Digital,68.0,phishing
564.0,,2039.0,7989.25,09/28/2023 12:46,0.0,Rupay,Surat,Digital,37.0,Payment card fraud
565.0,,2044.0,4787.892,04/01/2024 19:20,1.0,MasterCard,Pune,Digital,57.0,Payment card fraud
566.0,686912.0,2095.0,9155.15,10/31/2023 14:34,1.0,Visa,Hyderabad,Digital,42.0,phishing
567.0,,2061.0,8030.460000000001,01/10/2024 05:44,0.0,Visa,Hyderabad,Digital,36.0,phishing
568.0,606762.0,2092.0,1945.98,11/04/2023 14:30,0.0,,Ahmedabad,Digital,22.0,scam
569.0,149447.0,2057.0,6974.2,,1.0,Rupay,Delhi,POS,28.0,Payment card fraud
570.0,232985.0,2066.0,7942.95,11/22/2023 16:24,0.0,MasterCard,Kolkata,Digital,32.0,scam
571.0,419285.0,2055.0,4802.67,11/10/2023 23:57,0.0,Visa,Ahmedabad,Digital,25.0,phishing
572.0,719622.0,2039.0,8578.93,12/23/2023 07:06,0.0,MasterCard,Chennai,POS,36.0,phishing
573.0,944839.0,2097.0,9972.743,12/16/2023 19:55,0.0,Visa,Hyderabad,Digital,40.0,Malware
574.0,513435.0,2039.0,2805.2,01/07/2024 06:07,0.0,MasterCard,,Digital,44.0,Payment card fraud
575.0,612514.0,2090.0,14754.06,11/27/2023 02:47,,Visa,Surat,POS,57.0,scam
576.0,262209.0,2076.0,2175.12,11/22/2023 05:59,1.0,MasterCard,Ahmedabad,,49.0,Malware
577.0,849104.0,2032.0,3399.0990000000006,03/19/2024 05:10,0.0,Visa,,Digital,43.0,phishing
578.0,196099.0,2005.0,,11/06/2023 12:00,1.0,Visa,Bangalore,POS,44.0,Malware
579.0,476443.0,2087.0,13417.8,11/07/2023 23:14,0.0,MasterCard,Mumbai,,36.0,Identity theft
580.0,155747.0,2018.0,6560.21,11/04/2023 17:58,0.0,MasterCard,Pune,Digital,67.0,scam
581.0,236782.0,2079.0,1563.44,11/26/2023 10:38,0.0,Rupay,Pune,,59.0,scam
582.0,,2039.0,4874.342000000001,11/13/2023 11:48,0.0,MasterCard,Bangalore,POS,46.0,Payment card fraud
583.0,690299.0,2091.0,7406.664,11/11/2023 18:38,0.0,Visa,Hyderabad,Digital,56.0,phishing
584.0,380096.0,2096.0,880.47,11/30/2023 14:37,0.0,Visa,Kolkata,Digital,58.0,Identity theft
585.0,358691.0,2058.0,8830.04,11/28/2023 18:22,0.0,MasterCard,Delhi,Digital,50.0,scam
586.0,252696.0,2058.0,8045.86,03/24/2024 12:56,0.0,Rupay,Bangalore,Digital,36.0,scam
587.0,894734.0,2047.0,7615.215,03/04/2024 04:31,1.0,MasterCard,Chennai,Digital,,Identity theft
588.0,148453.0,,9672.91,11/29/2023 07:54,0.0,Visa,Surat,Digital,36.0,Payment card fraud
589.0,921770.0,2012.0,7572.096,,0.0,Visa,,Digital,50.0,Malware
590.0,330559.0,2044.0,10826.09,10/09/2023 07:55,0.0,Rupay,Hyderabad,Digital,64.0,
591.0,182584.0,2088.0,7365.380000000001,12/08/2023 07:40,0.0,MasterCard,Mumbai,Digital,33.0,
592.0,407093.0,2052.0,7637.975999999999,,0.0,Visa,Delhi,Digital,40.0,Malware
,125697.0,2041.0,,12/10/2023 04:25,,Visa,Surat,Digital,24.0,Malware
594.0,158959.0,2099.0,15885.324,11/28/2023 23:18,0.0,Visa,Chennai,Digital,43.0,Identity theft
595.0,665028.0,2062.0,7746.336,01/01/2024 03:14,0.0,MasterCard,Pune,POS,49.0,phishing
596.0,796756.0,2026.0,1997.064,12/16/2023 19:34,1.0,MasterCard,Delhi,Digital,,Malware
597.0,838120.0,2037.0,192.984,03/23/2024 19:22,0.0,Rupay,Bangalore,Digital,25.0,Malware
598.0,324886.0,2059.0,8429.355,01/23/2024 01:18,0.0,Visa,Pune,Digital,22.0,scam
599.0,743175.0,2006.0,6357.156,01/05/2024 18:43,1.0,Visa,Pune,,59.0,Identity theft
600.0,898876.0,2004.0,7207.57,09/16/2023 14:13,0.0,Rupay,Chennai,Digital,45.0,scam
601.0,,2044.0,9798.877,03/21/2024 20:55,1.0,Visa,Bangalore,Digital,22.0,scam
602.0,486924.0,,1512.18,03/03/2024 01:41,0.0,Rupay,Ahmedabad,Digital,,Payment card fraud
603.0,270090.0,2030.0,13191.102,09/21/2023 05:35,1.0,Rupay,Delhi,,43.0,
604.0,528632.0,2022.0,1914.75,12/30/2023 18:02,0.0,Visa,Kolkata,Digital,22.0,scam
605.0,250585.0,2041.0,12883.29,12/04/2023 00:31,0.0,MasterCard,Jaipur,Digital,39.0,Malware
606.0,621527.0,2009.0,8199.68,10/29/2023 21:34,0.0,MasterCard,Surat,Digital,32.0,Payment card fraud
607.0,358223.0,2031.0,,11/15/2023 11:30,0.0,MasterCard,Chennai,Digital,30.0,
608.0,,2052.0,8540.304,01/19/2024 08:38,0.0,MasterCard,,Digital,45.0,Malware
609.0,164124.0,,5720.004,02/05/2024 04:17,1.0,Visa,Delhi,Digital,50.0,
,733135.0,2038.0,5685.744,11/09/2023 15:26,0.0,,Bangalore,Digital,60.0,Payment card fraud
611.0,998060.0,2030.0,9047.819,02/10/2024 06:04,1.0,Rupay,Kolkata,Digital,40.0,Malware
612.0,938489.0,2081.0,4619.69,11/17/2023 14:13,0.0,Visa,Jaipur,POS,50.0,scam
613.0,287626.0,2099.0,4332.108,09/03/2023 18:12,0.0,MasterCard,Mumbai,Digital,60.0,Payment card fraud
614.0,839721.0,2001.0,4967.41,10/19/2023 11:38,0.0,Rupay,Kolkata,Digital,35.0,scam
615.0,516545.0,2077.0,12436.62,10/18/2023 04:42,0.0,Visa,Chennai,POS,67.0,phishing
616.0,741542.0,2076.0,3385.32,02/23/2024 17:53,0.0,Visa,Surat,POS,47.0,Payment card fraud
617.0,641211.0,,2935.2345,02/17/2024 01:51,0.0,MasterCard,Kolkata,Digital,43.0,Malware
618.0,890457.0,2011.0,8561.448,12/06/2023 12:52,1.0,Visa,Hyderabad,Digital,33.0,scam
619.0,571096.0,2038.0,8268.48,01/21/2024 21:31,0.0,Rupay,Bangalore,POS,30.0,scam
620.0,518988.0,2065.0,1577.0099999999998,02/01/2024 00:38,0.0,Rupay,Bangalore,POS,56.0,Malware
621.0,679114.0,2095.0,2924.1,09/27/2023 17:52,,Visa,Hyderabad,Digital,50.0,scam
622.0,303611.0,2012.0,1462.62,10/24/2023 07:28,,Rupay,Pune,Digital,43.0,scam
623.0,757463.0,2045.0,5268.03,03/04/2024 01:05,0.0,Visa,Pune,Digital,65.0,Identity theft
624.0,119046.0,2026.0,4530.99,09/17/2023 06:44,0.0,Rupay,Delhi,Digital,18.0,Payment card fraud
625.0,,2016.0,8250.902,11/01/2023 19:28,0.0,MasterCard,Ahmedabad,Digital,66.0,Malware
626.0,820628.0,2094.0,9793.38,10/18/2023 04:25,1.0,Rupay,Mumbai,Digital,55.0,Identity theft
627.0,383089.0,2097.0,,,1.0,MasterCard,Hyderabad,Digital,19.0,Identity theft
628.0,779440.0,2059.0,5334.195,12/08/2023 03:35,,MasterCard,Delhi,POS,,Identity theft
629.0,194843.0,2063.0,12633.6,02/10/2024 00:29,0.0,Visa,Surat,,23.0,scam
630.0,585823.0,2087.0,4739.31,03/17/2024 12:19,1.0,,Hyderabad,Digital,63.0,Payment card fraud
631.0,598064.0,2034.0,10771.299,01/25/2024 10:44,1.0,Rupay,Ahmedabad,POS,67.0,Malware
632.0,527985.0,2069.0,11447.478,12/08/2023 05:31,0.0,Rupay,,POS,,phishing
633.0,592988.0,2082.0,,01/17/2024 02:38,1.0,MasterCard,Ahmedabad,Digital,59.0,scam
634.0,475349.0,2029.0,11183.650500000002,09/26/2023 01:54,0.0,Visa,Ahmedabad,Digital,41.0,Identity theft
635.0,383679.0,2070.0,4927.17,03/04/2024 05:42,0.0,MasterCard,Ahmedabad,Digital,35.0,phishing
636.0,968061.0,2073.0,10318.44,10/05/2023 04:06,0.0,Rupay,Bangalore,Digital,44.0,phishing
637.0,,2095.0,1225.8345000000002,10/19/2023 23:27,0.0,Rupay,Kolkata,Digital,58.0,Identity theft
638.0,712370.0,2097.0,1790.07,10/27/2023 16:25,1.0,MasterCard,Bangalore,Digital,25.0,Payment card fraud
639.0,862513.0,2062.0,8564.59,01/18/2024 07:20,0.0,MasterCard,Delhi,Digital,45.0,Identity theft
640.0,624893.0,2027.0,2772.528,02/15/2024 12:06,1.0,MasterCard,Bangalore,Digital,27.0,scam
641.0,284510.0,2059.0,8378.56,10/18/2023 21:43,1.0,Rupay,Bangalore,Digital,34.0,phishing
642.0,625314.0,2078.0,4243.200000000001,11/04/2023 00:34,0.0,Rupay,Surat,Digital,46.0,Identity theft
643.0,652274.0,2093.0,7736.016,10/14/2023 17:03,1.0,Rupay,Hyderabad,Digital,23.0,phishing
644.0,439695.0,2036.0,7652.48,03/14/2024 14:10,1.0,Visa,Bangalore,Digital,31.0,Identity theft
645.0,193642.0,2092.0,9271.638,11/03/2023 23:43,,,,Digital,39.0,scam
,797822.0,2021.0,5094.936000000001,02/20/2024 03:13,0.0,Rupay,Ahmedabad,POS,23.0,Payment card fraud
647.0,696966.0,2067.0,,12/27/2023 18:27,1.0,Visa,Hyderabad,Digital,43.0,Malware
648.0,863522.0,2019.0,,11/24/2023 03:48,1.0,Visa,Pune,Digital,56.0,scam
649.0,734330.0,2095.0,3689.124,02/19/2024 20:14,0.0,,Surat,POS,29.0,Payment card fraud
650.0,430071.0,2099.0,7203.867000000001,02/05/2024 10:16,1.0,Visa,,Digital,52.0,scam
651.0,865155.0,2067.0,9386.13,10/30/2023 17:45,0.0,Visa,Surat,Digital,31.0,scam
652.0,858579.0,2090.0,10462.176,10/24/2023 09:08,0.0,Visa,Ahmedabad,Digital,39.0,Payment card fraud
653.0,,2063.0,11508.51,10/13/2023 05:24,1.0,MasterCard,Hyderabad,Digital,68.0,scam
654.0,943925.0,2016.0,8684.555,01/19/2024 16:22,1.0,MasterCard,Kolkata,POS,40.0,Malware
655.0,816392.0,2011.0,6666.6,11/03/2023 13:03,0.0,MasterCard,Mumbai,Digital,65.0,scam
656.0,810949.0,,2903.835,12/29/2023 14:39,1.0,MasterCard,Chennai,,24.0,phishing
,355801.0,2016.0,9076.59,01/11/2024 11:32,0.0,Rupay,Surat,Digital,,phishing
658.0,557387.0,,6723.79,10/06/2023 20:19,1.0,Visa,Kolkata,,67.0,Identity theft
659.0,255757.0,2064.0,6751.656,03/16/2024 17:47,0.0,Rupay,Delhi,Digital,42.0,Identity theft
660.0,,2021.0,1731.525,11/02/2023 23:51,0.0,Visa,Kolkata,Digital,,scam
661.0,671511.0,2089.0,5397.839999999999,11/13/2023 13:08,0.0,Visa,Chennai,Digital,38.0,scam
662.0,479072.0,2081.0,6945.84,02/13/2024 00:59,1.0,Rupay,Ahmedabad,POS,58.0,Payment card fraud
663.0,944571.0,2049.0,9517.651,01/13/2024 22:51,0.0,MasterCard,Hyderabad,Digital,27.0,
664.0,703606.0,2013.0,5489.15,01/11/2024 16:03,0.0,Rupay,Mumbai,Digital,26.0,Malware
665.0,771327.0,2063.0,4218.4890000000005,01/29/2024 15:08,0.0,Rupay,Delhi,Digital,32.0,Payment card fraud
666.0,722636.0,2046.0,10746.076,01/10/2024 08:53,0.0,Visa,Kolkata,Digital,69.0,Identity theft
667.0,836721.0,2028.0,1727.505,03/25/2024 05:15,0.0,Visa,Jaipur,Digital,19.0,scam
668.0,778215.0,2075.0,7657.847999999998,01/25/2024 23:04,0.0,Visa,Bangalore,Digital,42.0,phishing
669.0,800503.0,2035.0,514.965,12/28/2023 06:19,1.0,MasterCard,Ahmedabad,Digital,30.0,phishing
670.0,316100.0,2098.0,11118.075,03/06/2024 03:20,0.0,Rupay,Surat,Digital,51.0,Payment card fraud
671.0,457588.0,,10103.346,11/24/2023 19:18,1.0,Rupay,Surat,Digital,68.0,Identity theft
672.0,314754.0,2075.0,2836.37,12/07/2023 22:10,0.0,MasterCard,Chennai,POS,51.0,Identity theft
673.0,139879.0,2006.0,12885.75,03/10/2024 03:05,1.0,Rupay,Ahmedabad,Digital,52.0,phishing
674.0,417229.0,2028.0,4436.3550000000005,,0.0,Rupay,Delhi,Digital,55.0,Identity theft
675.0,317362.0,2010.0,10934.592,10/11/2023 07:42,0.0,Visa,Pune,Digital,20.0,Identity theft
676.0,408361.0,2032.0,12460.668,01/19/2024 05:11,0.0,MasterCard,Mumbai,,59.0,Payment card fraud
677.0,621787.0,2005.0,14505.875999999998,01/04/2024 04:53,1.0,Visa,Delhi,Digital,23.0,phishing
678.0,559659.0,2078.0,275.004,09/03/2023 08:47,1.0,MasterCard,Mumbai,Digital,65.0,Identity theft
679.0,794004.0,2031.0,14444.94,12/24/2023 01:18,1.0,Visa,Hyderabad,POS,66.0,phishing
680.0,254743.0,2050.0,7280.38,01/27/2024 18:46,,,Hyderabad,POS,36.0,Identity theft
681.0,734227.0,2074.0,3698.724,,0.0,MasterCard,Ahmedabad,POS,20.0,Identity theft
682.0,145316.0,2057.0,9132.728,11/15/2023 10:33,1.0,MasterCard,Ahmedabad,Digital,,phishing
683.0,,2086.0,,02/20/2024 06:45,0.0,Visa,Surat,Digital,56.0,Identity theft
684.0,803676.0,2025.0,10480.679999999998,09/24/2023 21:32,1.0,MasterCard,Bangalore,Digital,26.0,phishing
685.0,246097.0,2097.0,1287.187,01/19/2024 14:50,1.0,,Chennai,POS,69.0,Payment card fraud
686.0,404915.0,2045.0,10577.52,02/15/2024 00:47,0.0,,Bangalore,Digital,29.0,scam
687.0,291122.0,2097.0,5429.95,09/13/2023 21:24,0.0,Rupay,Delhi,Digital,22.0,Identity theft
688.0,539898.0,,1667.3580000000002,09/03/2023 04:37,0.0,Visa,Surat,Digital,20.0,Payment card fraud
689.0,216349.0,2003.0,2456.84,03/10/2024 07:45,,MasterCard,Mumbai,POS,28.0,
690.0,977354.0,2080.0,173.42,09/03/2023 19:55,0.0,Visa,Pune,Digital,47.0,Malware
691.0,121744.0,2098.0,,12/24/2023 00:41,1.0,Rupay,Kolkata,Digital,21.0,Malware
692.0,922640.0,2012.0,3047.59,02/28/2024 11:11,0.0,MasterCard,Jaipur,Digital,22.0,phishing
693.0,,2038.0,9906.039,10/26/2023 03:13,0.0,Rupay,Hyderabad,Digital,18.0,Malware
694.0,686439.0,2014.0,3609.024,02/08/2024 10:18,0.0,MasterCard,Bangalore,Digital,44.0,Identity theft
695.0,,2028.0,4551.299999999999,11/19/2023 02:48,1.0,MasterCard,Chennai,Digital,45.0,Payment card fraud
696.0,317980.0,2028.0,13400.586,12/07/2023 02:56,1.0,Visa,Pune,Digital,46.0,Payment card fraud
,219575.0,2074.0,529.02,12/15/2023 14:16,0.0,MasterCard,Pune,Digital,,Malware
698.0,629968.0,2031.0,9033.81,01/25/2024 18:01,,Rupay,Hyderabad,Digital,29.0,Identity theft
699.0,413094.0,,8530.03,11/04/2023 13:28,1.0,MasterCard,Jaipur,Digital,30.0,Payment card fraud
,392712.0,2046.0,6694.66,12/08/2023 17:27,0.0,Rupay,Ahmedabad,Digital,58.0,Malware
701.0,805007.0,2077.0,5952.55,03/14/2024 17:41,1.0,Visa,Pune,Digital,19.0,phishing
702.0,106082.0,2083.0,10714.092,11/15/2023 14:44,0.0,Rupay,Delhi,Digital,,Malware
703.0,129883.0,2021.0,2083.444,02/12/2024 17:46,1.0,MasterCard,Delhi,Digital,62.0,Payment card fraud
704.0,234493.0,,1002.888,11/29/2023 21:53,0.0,Rupay,Ahmedabad,Digital,33.0,Malware
705.0,464821.0,2026.0,2676.443,11/22/2023 10:27,,Rupay,Mumbai,Digital,65.0,Identity theft
706.0,669685.0,2066.0,13127.482500000002,03/17/2024 05:09,1.0,MasterCard,Surat,POS,41.0,phishing
707.0,478225.0,2080.0,710.946,12/29/2023 00:27,0.0,Rupay,Ahmedabad,Digital,52.0,Payment card fraud
708.0,512483.0,2055.0,7018.716,12/11/2023 13:16,,MasterCard,Jaipur,,39.0,Malware
709.0,230692.0,2091.0,11945.52,,0.0,Visa,Delhi,Digital,53.0,
710.0,666282.0,2092.0,15415.524,11/11/2023 05:59,0.0,Rupay,Pune,Digital,28.0,phishing
711.0,327407.0,2020.0,7857.57,02/22/2024 05:54,0.0,Visa,Delhi,POS,63.0,phishing
712.0,368948.0,2046.0,683.23,11/26/2023 12:35,,Rupay,,Digital,46.0,Identity theft
713.0,480521.0,2079.0,9154.387,,0.0,Rupay,Surat,Digital,52.0,Payment card fraud
714.0,121210.0,2058.0,7211.808,03/28/2024 09:47,0.0,Visa,Chennai,Digital,65.0,
715.0,655409.0,2083.0,2148.444,11/07/2023 01:59,0.0,Rupay,Kolkata,Digital,32.0,phishing
716.0,481377.0,2005.0,1180.656,09/07/2023 06:53,0.0,Rupay,,POS,48.0,scam
717.0,715380.0,2018.0,9100.79,09/24/2023 15:18,0.0,Visa,Hyderabad,POS,,phishing
718.0,251458.0,2056.0,8050.248,12/29/2023 19:42,0.0,,Kolkata,POS,58.0,phishing
719.0,,2068.0,9961.679999999998,02/13/2024 14:55,0.0,MasterCard,Mumbai,Digital,,Identity theft
720.0,670174.0,2002.0,15832.512,02/17/2024 04:07,1.0,Rupay,Mumbai,POS,33.0,
,857847.0,2000.0,5739.13,,0.0,Rupay,Chennai,POS,27.0,phishing
722.0,111269.0,2057.0,5198.59,01/13/2024 21:36,0.0,Rupay,Hyderabad,Digital,66.0,Malware
723.0,625937.0,2037.0,5199.3,02/02/2024 10:58,0.0,Visa,Bangalore,Digital,49.0,scam
,145452.0,2014.0,3523.982,01/04/2024 06:28,1.0,MasterCard,Ahmedabad,POS,68.0,phishing
725.0,894127.0,2033.0,7217.479499999999,10/09/2023 04:42,1.0,MasterCard,Pune,Digital,19.0,scam
726.0,259073.0,2060.0,8525.11,09/17/2023 17:04,1.0,Rupay,Jaipur,,41.0,Malware
727.0,252495.0,2034.0,6039.14,10/04/2023 08:27,0.0,Visa,Jaipur,Digital,,phishing
728.0,577563.0,2063.0,8930.61,11/19/2023 19:14,0.0,Visa,Jaipur,POS,19.0,Malware
729.0,165521.0,2024.0,4907.793000000001,12/22/2023 12:03,0.0,,Bangalore,Digital,55.0,phishing
730.0,875956.0,2023.0,10962.972,09/19/2023 05:35,1.0,Visa,Ahmedabad,,48.0,scam
731.0,,2011.0,6331.51,12/25/2023 18:05,0.0,Rupay,Jaipur,Digital,68.0,phishing
732.0,326902.0,2017.0,6531.129000000001,12/04/2023 20:58,0.0,Rupay,Ahmedabad,POS,57.0,Payment card fraud
733.0,845891.0,2014.0,7745.331000000001,09/30/2023 06:49,,Visa,Pune,Digital,43.0,Identity theft
734.0,248727.0,2079.0,2894.952,10/23/2023 08:46,1.0,Rupay,Jaipur,Digital,46.0,Payment card fraud
,870475.0,2026.0,,11/13/2023 03:15,0.0,MasterCard,Hyderabad,Digital,20.0,scam
736.0,620146.0,2071.0,1087.04,02/06/2024 13:22,,Rupay,Mumbai,POS,31.0,scam
737.0,,2059.0,4651.067999999999,03/16/2024 06:09,1.0,Visa,Jaipur,Digital,42.0,scam
738.0,505308.0,,8088.7785,09/20/2023 00:08,0.0,MasterCard,Ahmedabad,POS,65.0,phishing
739.0,555229.0,2088.0,7193.593000000001,03/29/2024 16:51,0.0,,Mumbai,Digital,18.0,Identity theft
,360508.0,2016.0,11409.336,01/28/2024 20:15,0.0,MasterCard,Chennai,Digital,20.0,scam
741.0,250694.0,2092.0,6026.48,01/24/2024 07:14,1.0,,Jaipur,Digital,43.0,scam
742.0,795469.0,2052.0,11173.14,03/29/2024 00:32,1.0,Rupay,Jaipur,Digital,35.0,Malware
743.0,973375.0,2007.0,,01/20/2024 06:51,,Rupay,Kolkata,POS,26.0,Malware
744.0,417319.0,2078.0,6995.274,01/09/2024 06:13,0.0,MasterCard,Mumbai,Digital,55.0,Payment card fraud
745.0,266844.0,2026.0,755.78,01/11/2024 17:38,0.0,Rupay,Jaipur,Digital,40.0,scam
746.0,298878.0,2045.0,2581.2,09/10/2023 06:42,0.0,Rupay,Hyderabad,POS,38.0,Identity theft
747.0,481813.0,2049.0,3650.44,12/01/2023 16:20,0.0,Rupay,Pune,Digital,18.0,scam
748.0,767216.0,2070.0,4751.31,11/04/2023 11:37,0.0,Rupay,Mumbai,Digital,38.0,Payment card fraud
749.0,365062.0,2002.0,,02/19/2024 02:30,0.0,Visa,Pune,POS,44.0,Malware
750.0,570606.0,2092.0,2164.86,11/15/2023 03:05,0.0,Rupay,Surat,Digital,59.0,Identity theft
751.0,839727.0,2063.0,3365.1600000000003,01/02/2024 09:58,0.0,MasterCard,,Digital,23.0,phishing
752.0,921915.0,2043.0,16032.6375,03/16/2024 23:05,0.0,Visa,,POS,61.0,Identity theft
753.0,448907.0,2052.0,3346.9,03/20/2024 20:43,0.0,MasterCard,,Digital,53.0,scam
754.0,341341.0,2023.0,4846.31,01/29/2024 17:02,0.0,MasterCard,Hyderabad,Digital,45.0,Malware
755.0,179453.0,2059.0,3001.755,11/05/2023 01:54,,MasterCard,Chennai,Digital,62.0,Payment card fraud
756.0,256948.0,2002.0,6127.26,11/01/2023 20:17,1.0,Visa,Kolkata,POS,34.0,Payment card fraud
757.0,270456.0,2019.0,2842.8,02/08/2024 14:29,0.0,Visa,Chennai,Digital,57.0,Malware
758.0,749130.0,2045.0,3164.37,09/01/2023 03:52,0.0,Visa,Chennai,Digital,,
759.0,280120.0,2014.0,5708.89,01/26/2024 21:40,0.0,Rupay,Delhi,POS,20.0,phishing
760.0,410015.0,2024.0,157.17000000000002,03/05/2024 02:03,,MasterCard,Ahmedabad,POS,29.0,Payment card fraud
761.0,,,151.512,,0.0,Visa,Bangalore,Digital,56.0,Identity theft
762.0,612462.0,2077.0,2229.73,10/06/2023 07:44,,MasterCard,Kolkata,Digital,29.0,Malware
763.0,643609.0,2070.0,456.918,02/03/2024 11:56,1.0,Visa,Hyderabad,Digital,19.0,Payment card fraud
764.0,,2016.0,1124.86,09/27/2023 13:42,1.0,Visa,Mumbai,POS,63.0,
765.0,686350.0,2083.0,3763.826,10/12/2023 11:03,1.0,Visa,Chennai,Digital,39.0,scam
766.0,301950.0,2099.0,8035.73,03/15/2024 08:18,0.0,MasterCard,Chennai,Digital,,Identity theft
767.0,537526.0,2008.0,6316.068,12/06/2023 16:21,0.0,Rupay,Kolkata,POS,47.0,phishing
768.0,635386.0,2037.0,9271.872,01/29/2024 01:05,1.0,Visa,Surat,POS,22.0,Payment card fraud
769.0,202115.0,2047.0,5346.378000000001,01/27/2024 23:47,1.0,Visa,Bangalore,Digital,,Identity theft
770.0,425146.0,2059.0,,02/26/2024 22:10,1.0,Visa,Chennai,POS,38.0,
771.0,289476.0,2062.0,6600.495000000002,03/25/2024 00:28,1.0,Rupay,Jaipur,Digital,28.0,Identity theft
772.0,757644.0,2085.0,,12/22/2023 15:06,0.0,MasterCard,Delhi,POS,22.0,Malware
773.0,821848.0,2001.0,10213.186500000002,10/01/2023 01:27,0.0,,Pune,Digital,52.0,Malware
774.0,235593.0,2087.0,2128.842,01/07/2024 02:46,0.0,MasterCard,,,44.0,scam
775.0,746718.0,2071.0,3484.97,,0.0,,,POS,66.0,scam
776.0,743593.0,2010.0,5608.625,10/29/2023 22:40,,Visa,,Digital,19.0,Identity theft
777.0,307821.0,2063.0,9623.361,09/18/2023 17:42,0.0,,Delhi,Digital,41.0,scam
778.0,707814.0,2076.0,5952.947999999999,10/24/2023 19:14,0.0,Visa,Pune,POS,48.0,Malware
779.0,930113.0,2080.0,8444.964,11/14/2023 17:20,0.0,Rupay,Mumbai,POS,50.0,Identity theft
780.0,371451.0,2071.0,14892.795000000002,,0.0,MasterCard,Ahmedabad,Digital,56.0,phishing
781.0,919782.0,2020.0,2241.228,09/26/2023 03:24,0.0,Rupay,Mumbai,Digital,47.0,Malware
782.0,334606.0,2017.0,2783.58,09/25/2023 15:56,,Visa,Ahmedabad,Digital,63.0,Malware
783.0,736551.0,,4771.236,02/17/2024 21:30,0.0,Visa,Surat,,54.0,Identity theft
784.0,359296.0,2063.0,5096.628,01/29/2024 11:13,1.0,MasterCard,Surat,Digital,,scam
785.0,118680.0,2081.0,4139.66,03/23/2024 14:30,0.0,Visa,Surat,Digital,45.0,Malware
786.0,221177.0,2094.0,9988.803,12/17/2023 07:43,0.0,Visa,Delhi,POS,48.0,scam
787.0,712282.0,2037.0,7154.62,01/01/2024 07:38,1.0,Rupay,Surat,Digital,,Payment card fraud
788.0,850915.0,2031.0,7318.392,,0.0,,,Digital,40.0,phishing
789.0,521192.0,2010.0,3753.912,01/31/2024 08:24,0.0,MasterCard,Mumbai,Digital,,Payment card fraud
790.0,172300.0,2044.0,8246.71,10/12/2023 06:25,0.0,MasterCard,Kolkata,POS,57.0,Identity theft
791.0,659216.0,2088.0,9552.85,03/06/2024 07:34,0.0,Visa,Chennai,Digital,58.0,
