id,razorpay_payment_id,timestamp,agent_type,amount,currency,payment_method,upi_app,bank,status,error_code,device_fingerprint,ip_address,fraud_score,is_suspicious,fraud_reasons,amount_slab,hour_of_day,is_night_transaction,is_weekend,attempt_count
4246,pay_MG70Y1YHTYJC55,2025-12-24T17:57:42.213749,normal,10.61,INR,upi,GPay,ICICI,success,,device_085e7448-0579-4d,103.211.93.184,7.0,False,"[""UPI switching: 81.82%""]",small,17,False,False,13
4245,pay_P4P5S5N25QEGES,2025-12-24T17:57:32.458808,normal,3274.15,INR,upi,BHIM,ICICI,success,,device_18c3dd3d-7e06-45,103.115.45.236,7.0,False,"[""UPI switching: 81.82%""]",very_large,17,False,False,13
4244,pay_L0H91JYSROKZPE,2025-12-24T17:57:28.160636,normal,29.54,INR,upi,BHIM,HDFC,success,,device_6a3efb42-773f-48,103.68.202.252,7.0,False,"[""UPI switching: 100.0%""]",small,17,False,False,13
4243,pay_XBNFLWEPJ90BIW,2025-12-24T17:57:25.065244,normal,4046.83,INR,upi,Amazon Pay,ICICI,failed,DEBIT_FAILED,device_9f292778-ca72-4f,103.19.225.41,7.0,False,"[""UPI switching: 80.0%""]",very_large,17,False,False,12
4242,pay_26Q0JQZIFWKLLO,2025-12-24T17:57:13.259627,normal,355.66,INR,upi,WhatsApp Pay,BOB,success,,device_8d270ac8-9797-4e,103.249.12.167,7.0,False,"[""UPI switching: 90.0%""]",medium,17,False,False,12
4241,pay_V0S8611GIF5EMA,2025-12-24T17:57:05.185144,normal,47.81,INR,upi,Paytm,BOB,success,,device_3a0ea81a-ad90-44,103.163.84.248,7.0,False,"[""UPI switching: 100.0%""]",small,17,False,False,12
4240,pay_SGR4CFM16NQ995,2025-12-24T17:57:04.855722,normal,425.81,INR,upi,PhonePe,BOB,failed,GATEWAY_ERROR,device_02d5eae3-0791-4b,103.193.82.142,7.0,False,"[""UPI switching: 100.0%""]",medium,17,False,False,13
4239,pay_653OBNXCJ41KHR,2025-12-24T17:57:04.329233,normal,26.85,INR,upi,PhonePe,HDFC,success,,device_1f901afe-a1df-43,103.43.71.183,7.0,False,"[""UPI switching: 90.91%""]",small,17,False,False,13
4238,pay_OU6Y8L1B181CQZ,2025-12-24T17:57:02.816264,normal,1793.49,INR,upi,Paytm,HDFC,failed,UPI_AUTHENTICATION_FAILED,device_085e7448-0579-4d,103.211.93.184,7.0,False,"[""UPI switching: 80.0%""]",large,17,False,False,12
4237,pay_TBWM8LH1PAMSM4,2025-12-24T17:56:58.557921,normal,590.34,INR,upi,PhonePe,ICICI,success,,device_e037d1f0-0670-4c,103.98.150.250,7.0,False,"[""UPI switching: 80.0%""]",large,17,False,False,12
4236,pay_LR7CEUGFIP6G6Z,2025-12-24T17:56:58.299075,normal,4456.75,INR,upi,GPay,SBI,success,,device_18c3dd3d-7e06-45,103.115.45.236,7.0,False,"[""UPI switching: 80.0%""]",very_large,17,False,False,12
4235,pay_COPPVH57V4S29C,2025-12-24T17:56:45.429824,normal,206.19,INR,upi,Paytm,PNB,success,,device_6a3efb42-773f-48,103.68.202.252,7.0,False,"[""UPI switching: 100.0%""]",medium,17,False,False,12
4234,pay_10HVZONV520GON,2025-12-24T17:56:45.358342,normal,1044.67,INR,upi,GPay,Kotak,success,,device_2e4add17-313f-4d,103.152.87.142,7.0,False,"[""UPI switching: 90.0%""]",large,17,False,False,12
4233,pay_84N63CR98OECL6,2025-12-24T17:56:33.948090,normal,3.03,INR,upi,BHIM,ICICI,success,,device_1f901afe-a1df-43,103.43.71.183,7.0,False,"[""UPI switching: 90.0%""]",small,17,False,False,12
4232,pay_NQ9EWMZHH9ADT4,2025-12-24T17:56:32.668773,normal,1865.15,INR,upi,Paytm,BOB,success,,device_02d5eae3-0791-4b,103.193.82.142,7.0,False,"[""UPI switching: 100.0%""]",large,17,False,False,12
4231,pay_C2Z9QXJ4P0NQZK,2025-12-24T17:56:28.328442,normal,668.69,INR,upi,Paytm,Kotak,failed,TRANSACTION_DECLINED,device_9f292778-ca72-4f,103.19.225.41,7.0,False,"[""UPI switching: 77.78%""]",large,17,False,False,11
4230,pay_O84BLZMCUB7JJR,2025-12-24T17:56:18.126547,normal,42.4,INR,upi,GPay,Kotak,failed,GATEWAY_ERROR,device_8d270ac8-9797-4e,103.249.12.167,7.0,False,"[""UPI switching: 88.89%""]",small,17,False,False,11
4229,pay_Q5Z61WVTZN703L,2025-12-24T17:56:16.264697,normal,5.58,INR,upi,BHIM,Kotak,failed,GATEWAY_ERROR,device_18c3dd3d-7e06-45,103.115.45.236,7.0,False,"[""UPI switching: 77.78%""]",small,17,False,False,11
4228,pay_8PHPG8EVXITASK,2025-12-24T17:56:11.546113,normal,171.7,INR,upi,GPay,Axis,failed,BAD_REQUEST_ERROR,device_3a0ea81a-ad90-44,103.163.84.248,7.0,False,"[""UPI switching: 100.0%""]",medium,17,False,False,11
4227,pay_X2TZ2KEGNBQPC6,2025-12-24T17:56:10.012210,normal,317.55,INR,upi,Amazon Pay,Kotak,success,,device_2e4add17-313f-4d,103.152.87.142,7.0,False,"[""UPI switching: 88.89%""]",medium,17,False,False,11
4226,pay_TEW2VRJ14K2QT2,2025-12-24T17:56:08.193592,normal,1663.23,INR,upi,Amazon Pay,BOB,success,,device_e037d1f0-0670-4c,103.98.150.250,7.0,False,"[""UPI switching: 77.78%""]",large,17,False,False,11
4225,pay_DBYK9WL7Q28BFO,2025-12-24T17:56:05.728876,normal,2174.43,INR,upi,BHIM,SBI,success,,device_085e7448-0579-4d,103.211.93.184,7.0,False,"[""UPI switching: 88.89%""]",very_large,17,False,False,11
4224,pay_642NCBOLRHYHLM,2025-12-24T17:56:05.155320,normal,221.61,INR,upi,BHIM,Axis,success,,device_6a3efb42-773f-48,103.68.202.252,7.0,False,"[""UPI switching: 100.0%""]",medium,17,False,False,11
4223,pay_SYX82ZHN092IFQ,2025-12-24T17:55:57.208826,normal,633.1,INR,upi,Paytm,BOB,success,,device_1f901afe-a1df-43,103.43.71.183,7.0,False,"[""UPI switching: 88.89%""]",large,17,False,False,11
4222,pay_74EA4EK6LBI30W,2025-12-24T17:55:55.934284,normal,398.45,INR,upi,BHIM,Kotak,failed,BAD_REQUEST_ERROR,device_9f292778-ca72-4f,103.19.225.41,7.0,False,"[""UPI switching: 75.0%""]",medium,17,False,False,10
4221,pay_KGPKB759F3RVT8,2025-12-24T17:55:41.756990,normal,53.32,INR,upi,PayZapp,HDFC,success,,device_18c3dd3d-7e06-45,103.115.45.236,7.0,False,"[""UPI switching: 75.0%""]",medium,17,False,False,10
4220,pay_FQK65GCENIFV4G,2025-12-24T17:55:39.029356,normal,1552.95,INR,upi,WhatsApp Pay,BOB,success,,device_2e4add17-313f-4d,103.152.87.142,7.0,False,"[""UPI switching: 87.5%""]",large,17,False,False,10
4219,pay_QWWB41SJVB7MD9,2025-12-24T17:55:38.371923,normal,353.59,INR,upi,BHIM,SBI,success,,device_02d5eae3-0791-4b,103.193.82.142,7.0,False,"[""UPI switching: 100.0%""]",medium,17,False,False,11
4218,pay_K1MSFTDMH4ZFEL,2025-12-24T17:55:32.414648,normal,66.77,INR,upi,Paytm,SBI,success,,device_8d270ac8-9797-4e,103.249.12.167,7.0,False,"[""UPI switching: 87.5%""]",medium,17,False,False,10
4217,pay_433QV2K6ABVZMQ,2025-12-24T17:55:29.507279,normal,32.19,INR,upi,WhatsApp Pay,Kotak,success,,device_e037d1f0-0670-4c,103.98.150.250,7.0,False,"[""UPI switching: 87.5%""]",small,17,False,False,10
4216,pay_GXXL89YB3V1ZCI,2025-12-24T17:55:21.537247,normal,467.14,INR,upi,GPay,Canara,success,,device_6a3efb42-773f-48,103.68.202.252,7.0,False,"[""UPI switching: 100.0%""]",medium,17,False,False,10
4215,pay_5Z7EMYVQFFL2TK,2025-12-24T17:55:17.363893,normal,17.13,INR,upi,PhonePe,HDFC,success,,device_3a0ea81a-ad90-44,103.163.84.248,7.0,False,"[""UPI switching: 100.0%""]",small,17,False,False,10
4214,pay_WYPM6OY4VXHPTV,2025-12-24T17:55:16.625055,normal,1303.67,INR,upi,BHIM,ICICI,failed,GATEWAY_ERROR,device_085e7448-0579-4d,103.211.93.184,7.0,False,"[""UPI switching: 87.5%""]",large,17,False,False,10
4213,pay_NFD1L3QEEHWMLS,2025-12-24T17:55:12.680923,normal,1734.64,INR,upi,Paytm,HDFC,success,,device_9f292778-ca72-4f,103.19.225.41,7.0,False,"[""UPI switching: 71.43%""]",large,17,False,False,9
4212,pay_NWCSLBX72DD018,2025-12-24T17:55:05.184021,normal,4482.6,INR,upi,PhonePe,HDFC,failed,INSUFFICIENT_FUNDS,device_1f901afe-a1df-43,103.43.71.183,7.0,False,"[""UPI switching: 100.0%""]",very_large,17,False,False,10
4211,pay_FUW3D3OBWT39ME,2025-12-24T17:55:04.575170,normal,210.56,INR,upi,Amazon Pay,BOB,success,,device_02d5eae3-0791-4b,103.193.82.142,7.0,False,"[""UPI switching: 100.0%""]",medium,17,False,False,10
4210,pay_TFXCHQ3LVG1OYY,2025-12-24T17:54:50.298079,normal,1582.3,INR,upi,GPay,BOB,success,,device_18c3dd3d-7e06-45,103.115.45.236,7.0,False,"[""UPI switching: 71.43%""]",large,17,False,False,9
4209,pay_UZBT10WVJC9E3P,2025-12-24T17:54:49.681736,normal,3812.69,INR,upi,Amazon Pay,PNB,failed,BAD_REQUEST_ERROR,device_2e4add17-313f-4d,103.152.87.142,7.0,False,"[""UPI switching: 85.71%""]",very_large,17,False,False,9
4208,pay_9YFYZOUBU9CO1W,2025-12-24T17:54:46.258946,normal,1.95,INR,upi,PayZapp,Axis,success,,device_6a3efb42-773f-48,103.68.202.252,7.0,False,"[""UPI switching: 100.0%""]",small,17,False,False,9
4207,pay_ZOCDVEAS5VSS7G,2025-12-24T17:54:40.715137,normal,815.09,INR,upi,PhonePe,HDFC,failed,TRANSACTION_DECLINED,device_085e7448-0579-4d,103.211.93.184,7.0,False,"[""UPI switching: 85.71%""]",large,17,False,False,9
4206,pay_WQ376AYA4RKZYV,2025-12-24T17:54:37.165887,normal,187.52,INR,upi,Amazon Pay,BOB,success,,device_8d270ac8-9797-4e,103.249.12.167,7.0,False,"[""UPI switching: 85.71%""]",medium,17,False,False,9
4205,pay_MC3C4JG8EZBCTU,2025-12-24T17:54:36.000164,normal,154.84,INR,upi,WhatsApp Pay,PNB,success,,device_e037d1f0-0670-4c,103.98.150.250,7.0,False,"[""UPI switching: 85.71%""]",medium,17,False,False,9
4204,pay_YK45LL8IZUNM45,2025-12-24T17:54:34.418555,normal,974.41,INR,upi,WhatsApp Pay,BOB,success,,device_02d5eae3-0791-4b,103.193.82.142,17.0,False,"[""High failure rate: 62.5%"", ""UPI switching: 100.0%""]",large,17,False,False,9
4203,pay_VBPX54YW1UNBOH,2025-12-24T17:54:30.644232,normal,475.41,INR,upi,PhonePe,PNB,success,,device_1f901afe-a1df-43,103.43.71.183,7.0,False,"[""UPI switching: 100.0%""]",medium,17,False,False,9
4202,pay_8L7WBWJLNTQGD2,2025-12-24T17:54:19.692901,normal,3322.27,INR,upi,BHIM,ICICI,success,,device_3a0ea81a-ad90-44,103.163.84.248,7.0,False,"[""UPI switching: 100.0%""]",very_large,17,False,False,9
4201,pay_4PGPCKDFOK1Q3V,2025-12-24T17:54:18.707221,normal,601.54,INR,upi,GPay,Kotak,success,,device_9f292778-ca72-4f,103.19.225.41,7.0,False,"[""UPI switching: 83.33%""]",large,17,False,False,8
4200,pay_PW5H4G90BMPTS6,2025-12-24T17:54:08.359958,normal,314.79,INR,upi,WhatsApp Pay,ICICI,success,,device_085e7448-0579-4d,103.211.93.184,7.0,False,"[""UPI switching: 83.33%""]",medium,17,False,False,8
4199,pay_NBFJD7DO6Q58AN,2025-12-24T17:54:08.120616,normal,3226.66,INR,upi,Paytm,Kotak,success,,device_2e4add17-313f-4d,103.152.87.142,7.0,False,"[""UPI switching: 100.0%""]",very_large,17,False,False,8
4198,pay_Z1RRQIZEXIB5VZ,2025-12-24T17:53:57.115471,normal,720.82,INR,upi,GPay,Axis,success,,device_6a3efb42-773f-48,103.68.202.252,7.0,False,"[""UPI switching: 100.0%""]",large,17,False,False,8
4197,pay_EWXCPJG8JFYWFN,2025-12-24T17:53:54.357548,normal,996.85,INR,upi,Amazon Pay,Kotak,success,,device_18c3dd3d-7e06-45,103.115.45.236,7.0,False,"[""UPI switching: 83.33%""]",large,17,False,False,8
4196,pay_A2UY2VOXHOYJZT,2025-12-24T17:53:49.208633,normal,1895.15,INR,upi,PayZapp,ICICI,failed,TRANSACTION_DECLINED,device_02d5eae3-0791-4b,103.193.82.142,7.0,False,"[""UPI switching: 100.0%""]",large,17,False,False,8
4195,pay_8SIHL5EOBPLIN0,2025-12-24T17:53:44.145209,normal,63.69,INR,upi,Paytm,BOB,success,,device_e037d1f0-0670-4c,103.98.150.250,7.0,False,"[""UPI switching: 83.33%""]",medium,17,False,False,8
4194,pay_T8O7O7D7THHS7V,2025-12-24T17:53:42.781948,normal,40.37,INR,upi,GPay,ICICI,success,,device_9f292778-ca72-4f,103.19.225.41,7.0,False,"[""UPI switching: 80.0%""]",small,17,False,False,7
4193,pay_61O9SMUR4L0LVG,2025-12-24T17:53:42.754027,normal,322.34,INR,upi,WhatsApp Pay,ICICI,success,,device_8d270ac8-9797-4e,103.249.12.167,7.0,False,"[""UPI switching: 100.0%""]",medium,17,False,False,8
4192,pay_FGT6R62174MNK5,2025-12-24T17:53:35.684990,normal,646.22,INR,upi,Paytm,HDFC,success,,device_1f901afe-a1df-43,103.43.71.183,7.0,False,"[""UPI switching: 100.0%""]",large,17,False,False,8
4191,pay_5ZWSO4UGS94FAG,2025-12-24T17:53:32.772457,normal,37.52,INR,upi,GPay,PNB,success,,device_085e7448-0579-4d,103.211.93.184,7.0,False,"[""UPI switching: 80.0%""]",small,17,False,False,7
4190,pay_SK70CLG7HIDAAK,2025-12-24T17:53:31.323746,normal,36.68,INR,upi,Paytm,HDFC,failed,TRANSACTION_DECLINED,device_3a0ea81a-ad90-44,103.163.84.248,7.0,False,"[""UPI switching: 100.0%""]",small,17,False,False,8
4189,pay_GWMJ82G2RFJ5KD,2025-12-24T17:53:26.122890,normal,165.32,INR,upi,Paytm,Axis,success,,device_2e4add17-313f-4d,103.152.87.142,7.0,False,"[""UPI switching: 100.0%""]",medium,17,False,False,7
4188,pay_FE3LMBMMFVAJCU,2025-12-24T17:53:21.016901,normal,5.76,INR,upi,Amazon Pay,HDFC,success,,device_6a3efb42-773f-48,103.68.202.252,7.0,False,"[""UPI switching: 100.0%""]",small,17,False,False,7
4187,pay_GYZJ6HEBMAONQI,2025-12-24T17:53:10.196307,normal,133.93,INR,upi,WhatsApp Pay,Axis,success,,device_8d270ac8-9797-4e,103.249.12.167,7.0,False,"[""UPI switching: 100.0%""]",medium,17,False,False,7
4186,pay_MS9SHOB6CEGRZT,2025-12-24T17:53:07.884841,dormant,1843.23,INR,upi,PayZapp,SBI,success,,device_a8e4b49b-7932-4a,103.70.115.213,14.0,False,"[""High velocity: 7 txns in 1 min"", ""UPI switching: 77.78%""]",large,17,False,False,11
4185,pay_0N29GP9QFNQC65,2025-12-24T17:53:06.737236,normal,4204.71,INR,upi,Amazon Pay,Kotak,success,,device_18c3dd3d-7e06-45,103.115.45.236,7.0,False,"[""UPI switching: 80.0%""]",very_large,17,False,False,7
4184,pay_G05GF1JD2LR0VL,2025-12-24T17:53:04.331988,normal,1488.02,INR,upi,WhatsApp Pay,Axis,success,,device_02d5eae3-0791-4b,103.193.82.142,17.0,False,"[""High failure rate: 66.67%"", ""UPI switching: 100.0%""]",large,17,False,False,7
4183,pay_1UTAS7605CXDUQ,2025-12-24T17:52:59.083657,dormant,1573.49,INR,upi,Amazon Pay,Kotak,success,,device_a8e4b49b-7932-4a,103.70.115.213,14.0,False,"[""High velocity: 7 txns in 1 min"", ""UPI switching: 75.0%""]",large,17,False,False,10
4182,pay_0O1UOO3R2LUUP4,2025-12-24T17:52:55.956734,dormant,480.34,INR,upi,Amazon Pay,Kotak,success,,device_0c798a13-71d7-4e,103.24.37.84,14.0,False,"[""High velocity: 7 txns in 1 min"", ""UPI switching: 100.0%""]",medium,17,False,False,11
4181,pay_0HAERLW6UP6Y95,2025-12-24T17:52:53.363350,normal,606.13,INR,upi,WhatsApp Pay,Canara,failed,TRANSACTION_DECLINED,device_1f901afe-a1df-43,103.43.71.183,7.0,False,"[""UPI switching: 100.0%""]",large,17,False,False,7
4180,pay_C292BYV3MF8DIP,2025-12-24T17:52:52.126603,dormant,1346.07,INR,upi,Paytm,PNB,failed,UPI_AUTHENTICATION_FAILED,device_a8e4b49b-7932-4a,103.70.115.213,14.0,False,"[""High velocity: 6 txns in 1 min"", ""UPI switching: 85.71%""]",large,17,False,False,9
4179,pay_N2X1DFQQ5MFEGL,2025-12-24T17:52:52.008969,dormant,52.95,INR,upi,BHIM,BOB,success,,device_e6c80cb5-93ec-4e,103.237.111.111,14.0,False,"[""High velocity: 7 txns in 1 min"", ""UPI switching: 66.67%""]",medium,17,False,False,11
4178,pay_HP2H69ZGHY0A49,2025-12-24T17:52:51.848251,normal,812.36,INR,upi,WhatsApp Pay,SBI,failed,DEBIT_FAILED,device_e037d1f0-0670-4c,103.98.150.250,7.0,False,"[""UPI switching: 80.0%""]",large,17,False,False,7
4177,pay_EAUZBF5CY8I9P5,2025-12-24T17:52:51.643385,dormant,225.1,INR,upi,GPay,HDFC,success,,device_22ab93fa-62cd-47,103.137.68.235,24.0,False,"[""High velocity: 8 txns in 1 min"", ""High failure rate: 60.0%"", ""UPI switching: 77.78%""]",medium,17,False,False,11
4176,pay_J5ZZFTQRTRHGQQ,2025-12-24T17:52:51.481150,normal,9.45,INR,upi,WhatsApp Pay,ICICI,success,,device_9f292778-ca72-4f,103.19.225.41,7.0,False,"[""UPI switching: 75.0%""]",small,17,False,False,6
4175,pay_AP9MRAMO61KBJB,2025-12-24T17:52:50.629206,normal,4431.62,INR,upi,Paytm,SBI,success,,device_085e7448-0579-4d,103.211.93.184,7.0,False,"[""UPI switching: 75.0%""]",very_large,17,False,False,6
4174,pay_HOTRLREXJEHO5A,2025-12-24T17:52:47.619841,normal,1243.21,INR,upi,BHIM,SBI,failed,BAD_REQUEST_ERROR,device_3a0ea81a-ad90-44,103.163.84.248,7.0,False,"[""UPI switching: 100.0%""]",large,17,False,False,7
4173,pay_QV7F6E27K71HF9,2025-12-24T17:52:46.380354,dormant,250.06,INR,upi,Paytm,Axis,success,,device_a8e4b49b-7932-4a,103.70.115.213,14.0,False,"[""High velocity: 5 txns in 1 min"", ""UPI switching: 83.33%""]",medium,17,False,False,8
4172,pay_EICLABCD1WEW5H,2025-12-24T17:52:46.231268,dormant,3977.03,INR,upi,PayZapp,BOB,success,,device_0c798a13-71d7-4e,103.24.37.84,14.0,False,"[""High velocity: 7 txns in 1 min"", ""UPI switching: 100.0%""]",very_large,17,False,False,10
4171,pay_WSIJJ1A1QVX2XK,2025-12-24T17:52:45.719845,dormant,222.41,INR,upi,Paytm,Canara,success,,device_e6c80cb5-93ec-4e,103.237.111.111,14.0,False,"[""High velocity: 7 txns in 1 min"", ""UPI switching: 62.5%""]",medium,17,False,False,10
4170,pay_3GMPVZ5FF6LCHW,2025-12-24T17:52:45.574733,normal,4999.69,INR,upi,WhatsApp Pay,Canara,failed,BAD_REQUEST_ERROR,device_6a3efb42-773f-48,103.68.202.252,7.0,False,"[""UPI switching: 100.0%""]",very_large,17,False,False,6
4169,pay_P7LK7Z22BI5T8F,2025-12-24T17:52:44.709798,dormant,1873.38,INR,upi,WhatsApp Pay,Kotak,success,,device_22ab93fa-62cd-47,103.137.68.235,24.0,False,"[""High velocity: 7 txns in 1 min"", ""High failure rate: 66.67%"", ""UPI switching: 75.0%""]",large,17,False,False,10
4168,pay_4KPYVN4KT3RS5K,2025-12-24T17:52:44.393483,dormant,594.39,INR,upi,Paytm,ICICI,success,,device_155a38db-f40f-46,103.126.58.207,14.0,False,"[""High velocity: 7 txns in 1 min"", ""UPI switching: 77.78%""]",large,17,False,False,11
4167,pay_TMO0QYYGEBDXY4,2025-12-24T17:52:43.011896,dormant,7472.66,INR,upi,WhatsApp Pay,Axis,success,,device_400fe71b-6f99-4e,103.229.3.112,14.0,False,"[""High velocity: 7 txns in 1 min"", ""UPI switching: 77.78%""]",very_large,17,False,False,11
4166,pay_E3L06AZZQV52WD,2025-12-24T17:52:39.634227,dormant,878.26,INR,upi,PhonePe,Axis,failed,TRANSACTION_DECLINED,device_22ab93fa-62cd-47,103.137.68.235,24.0,False,"[""High velocity: 6 txns in 1 min"", ""High failure rate: 62.5%"", ""UPI switching: 71.43%""]",large,17,False,False,9
4165,pay_EZIXZZ1E09ZYVY,2025-12-24T17:52:39.512003,dormant,226.12,INR,upi,Amazon Pay,SBI,success,,device_0c798a13-71d7-4e,103.24.37.84,14.0,False,"[""High velocity: 6 txns in 1 min"", ""UPI switching: 100.0%""]",medium,17,False,False,9
4164,pay_E7HSXTZSGEA7KX,2025-12-24T17:52:38.194379,dormant,3117.42,INR,upi,GPay,HDFC,success,,device_a8e4b49b-7932-4a,103.70.115.213,7.0,False,"[""UPI switching: 80.0%""]",very_large,17,False,False,7
4163,pay_MI4U22C4TF5PRX,2025-12-24T17:52:36.947849,dormant,5660.91,INR,upi,PayZapp,Canara,success,,device_e6c80cb5-93ec-4e,103.237.111.111,14.0,False,"[""High velocity: 6 txns in 1 min"", ""UPI switching: 57.14%""]",very_large,17,False,False,9
4162,pay_NX8A5LKAM1VV3K,2025-12-24T17:52:36.573462,dormant,7381.83,INR,upi,GPay,Kotak,success,,device_155a38db-f40f-46,103.126.58.207,14.0,False,"[""High velocity: 7 txns in 1 min"", ""UPI switching: 75.0%""]",very_large,17,False,False,10
4161,pay_8CH5TS6D9UHYKA,2025-12-24T17:52:36.207172,normal,4494.59,INR,upi,PhonePe,Axis,success,,device_18c3dd3d-7e06-45,103.115.45.236,7.0,False,"[""UPI switching: 75.0%""]",very_large,17,False,False,6
4160,pay_IL3OEG0GR80I5I,2025-12-24T17:52:35.641272,dormant,5998.55,INR,upi,BHIM,PNB,success,,device_400fe71b-6f99-4e,103.229.3.112,14.0,False,"[""High velocity: 6 txns in 1 min"", ""UPI switching: 75.0%""]",very_large,17,False,False,10
4159,pay_LDD652HJMZTLT8,2025-12-24T17:52:35.306807,dormant,2691.88,INR,upi,PayZapp,ICICI,success,,device_017f486f-51b5-48,103.95.54.247,14.0,False,"[""High velocity: 8 txns in 1 min"", ""UPI switching: 55.56%""]",very_large,17,False,False,11
4158,pay_WAIHA8EN1U68TM,2025-12-24T17:52:35.112423,normal,27.57,INR,upi,GPay,HDFC,success,,device_2e4add17-313f-4d,103.152.87.142,7.0,False,"[""UPI switching: 100.0%""]",small,17,False,False,6
4157,pay_BKF5HK9TU327Y5,2025-12-24T17:52:34.577369,dormant,1968.92,INR,upi,PayZapp,Axis,failed,BAD_REQUEST_ERROR,device_22ab93fa-62cd-47,103.137.68.235,14.0,False,"[""High velocity: 5 txns in 1 min"", ""UPI switching: 66.67%""]",large,17,False,False,8
4156,pay_I8FSNF2XYZ25VW,2025-12-24T17:52:31.116234,dormant,4696.32,INR,upi,PhonePe,HDFC,failed,INSUFFICIENT_FUNDS,device_a8e4b49b-7932-4a,103.70.115.213,7.0,False,"[""UPI switching: 100.0%""]",very_large,17,False,False,6
4155,pay_R30T7GWQMFXLYJ,2025-12-24T17:52:30.569200,dormant,1640.87,INR,upi,PhonePe,Canara,success,,device_0c798a13-71d7-4e,103.24.37.84,14.0,False,"[""High velocity: 5 txns in 1 min"", ""UPI switching: 100.0%""]",large,17,False,False,8
4154,pay_ZZGWF64EKGL1QX,2025-12-24T17:52:28.393729,dormant,2509.1,INR,upi,GPay,ICICI,failed,INSUFFICIENT_FUNDS,device_c717b122-d842-4b,103.96.16.185,14.0,False,"[""High velocity: 7 txns in 1 min"", ""UPI switching: 77.78%""]",very_large,17,False,False,11
4153,pay_QWGUVPTN0S400S,2025-12-24T17:52:28.163899,dormant,348.38,INR,upi,GPay,Kotak,failed,TRANSACTION_DECLINED,device_017f486f-51b5-48,103.95.54.247,14.0,False,"[""High velocity: 7 txns in 1 min"", ""UPI switching: 50.0%""]",medium,17,False,False,10
4152,pay_Q679V3GEBCIEHV,2025-12-24T17:52:27.083154,dormant,53.84,INR,upi,BHIM,Canara,success,,device_e6c80cb5-93ec-4e,103.237.111.111,14.0,False,"[""High velocity: 5 txns in 1 min"", ""UPI switching: 50.0%""]",medium,17,False,False,8
4151,pay_USJA72R2Y8FWBC,2025-12-24T17:52:27.013496,dormant,248.02,INR,upi,WhatsApp Pay,Axis,success,,device_22ab93fa-62cd-47,103.137.68.235,17.0,False,"[""High failure rate: 66.67%"", ""UPI switching: 80.0%""]",medium,17,False,False,7
4150,pay_XHRG66BEDDCFMJ,2025-12-24T17:52:26.877339,dormant,1712.82,INR,upi,WhatsApp Pay,ICICI,success,,device_155a38db-f40f-46,103.126.58.207,14.0,False,"[""High velocity: 6 txns in 1 min"", ""UPI switching: 85.71%""]",large,17,False,False,9
4149,pay_1K38NE1B304FK2,2025-12-24T17:52:25.728750,dormant,1348.74,INR,upi,PhonePe,BOB,success,,device_400fe71b-6f99-4e,103.229.3.112,14.0,False,"[""High velocity: 6 txns in 1 min"", ""UPI switching: 71.43%""]",large,17,False,False,9
4148,pay_VIK9K22JH30KMD,2025-12-24T17:52:23.374658,dormant,1524.32,INR,upi,PhonePe,SBI,failed,BAD_REQUEST_ERROR,device_a8e4b49b-7932-4a,103.70.115.213,12.0,False,"[""Small amount spam: 75.0%"", ""UPI switching: 100.0%""]",large,17,False,False,5
4147,pay_4WKUQY0MX1MRSO,2025-12-24T17:52:23.288618,dormant,3011.81,INR,upi,GPay,Kotak,failed,UPI_AUTHENTICATION_FAILED,device_0c798a13-71d7-4e,103.24.37.84,7.0,False,"[""UPI switching: 100.0%""]",very_large,17,False,False,7
4146,pay_WWNQYI2OZPLECX,2025-12-24T17:52:22.052920,normal,475.09,INR,upi,PhonePe,Kotak,success,,device_02d5eae3-0791-4b,103.193.82.142,17.0,False,"[""High failure rate: 80.0%"", ""UPI switching: 100.0%""]",medium,17,False,False,6
4145,pay_94IWU39GVGJCWQ,2025-12-24T17:52:21.891299,dormant,567.66,INR,upi,Paytm,PNB,success,,device_e6c80cb5-93ec-4e,103.237.111.111,0.0,False,,large,17,False,False,7
4144,pay_KHGNH8W1LHG5TV,2025-12-24T17:52:21.720572,dormant,1069.48,INR,upi,PhonePe,SBI,success,,device_017f486f-51b5-48,103.95.54.247,7.0,False,"[""High velocity: 6 txns in 1 min""]",large,17,False,False,9
4143,pay_JLAW3PCP8J6RTT,2025-12-24T17:52:21.049633,dormant,1298.3,INR,upi,PayZapp,Axis,success,,device_c717b122-d842-4b,103.96.16.185,14.0,False,"[""High velocity: 7 txns in 1 min"", ""UPI switching: 75.0%""]",large,17,False,False,10
4142,pay_JZFSBLXUWXXIMU,2025-12-24T17:52:20.034370,dormant,1252.58,INR,upi,WhatsApp Pay,BOB,success,,device_155a38db-f40f-46,103.126.58.207,14.0,False,"[""High velocity: 5 txns in 1 min"", ""UPI switching: 83.33%""]",large,17,False,False,8
4141,pay_68NAU2FLQ6SOF7,2025-12-24T17:52:18.740639,dormant,120.79,INR,upi,WhatsApp Pay,Kotak,failed,UPI_AUTHENTICATION_FAILED,device_22ab93fa-62cd-47,103.137.68.235,17.0,False,"[""High failure rate: 60.0%"", ""UPI switching: 75.0%""]",medium,17,False,False,6
